family,prompt_id,variant,exact_match,edit_ratio,token_jaccard,cosine,judge_equivalent,judge_reason
arc,MCAS_2001_5_19,dyop_native_4,False,0.28895184135977336,0.2066115702479339,0.8684224799053111,,
arc,MCAS_2001_5_19,dyop_native_5,False,0.4524539877300614,0.4396551724137931,0.9711132117485041,,
arc,MCAS_2001_5_19,dyop_native_6,False,0.531055900621118,0.4778761061946903,0.9780187059629681,,
arc,MCAS_2001_5_19,dyop_native_8,False,0.3804347826086957,0.3368421052631579,0.9607114680688921,,
arc,Mercury_SC_413631,dyop_native_4,False,0.38474576271186445,0.1566265060240964,0.8247737723739172,,
arc,Mercury_SC_413631,dyop_native_5,False,0.7578253706754531,0.6119402985074627,0.9859730954795367,,
arc,Mercury_SC_413631,dyop_native_6,False,0.6915254237288135,0.5694444444444444,0.9906301055492721,,
arc,Mercury_SC_413631,dyop_native_8,False,0.714046822742475,0.6567164179104478,0.991864327492594,,
arc,MCAS_2005_5_10,dyop_native_4,False,0.19392185238784365,0.08053691275167785,0.7744602420383644,,
arc,MCAS_2005_5_10,dyop_native_5,False,0.22173913043478266,0.11510791366906475,0.8099394674145739,,
arc,MCAS_2005_5_10,dyop_native_6,False,0.26086956521739135,0.14705882352941177,0.8859086180764845,,
arc,MCAS_2005_5_10,dyop_native_8,False,0.21014492753623193,0.14492753623188406,0.8272477122838806,,
arc,Mercury_7166145,dyop_native_4,False,0.20674486803519065,0.0392156862745098,0.49583675408237904,,
arc,Mercury_7166145,dyop_native_5,False,0.46920821114369504,0.36893203883495146,0.9126460951710718,,
arc,Mercury_7166145,dyop_native_6,False,0.5967741935483871,0.4891304347826087,0.9702523334934101,,
arc,Mercury_7166145,dyop_native_8,False,0.5982404692082112,0.46236559139784944,0.9736630651242921,,
arc,MSA_2013_5_6,dyop_native_4,False,0.20955315870570113,0.08391608391608392,0.4846695521281904,,
arc,MSA_2013_5_6,dyop_native_5,False,0.3407643312101911,0.2692307692307692,0.9509336734082667,,
arc,MSA_2013_5_6,dyop_native_6,False,0.2866242038216561,0.23134328358208955,0.8995340499455231,,
arc,MSA_2013_5_6,dyop_native_8,False,0.2786624203821656,0.3813559322033898,0.9456354676073467,,
arc,Mercury_SC_405199,dyop_native_4,False,0.23629242819843344,0.05172413793103448,0.5360558424916451,,
arc,Mercury_SC_405199,dyop_native_5,False,0.31034482758620685,0.2,0.9196186340093776,,
arc,Mercury_SC_405199,dyop_native_6,False,0.3460410557184751,0.2857142857142857,0.966036793773348,,
arc,Mercury_SC_405199,dyop_native_8,False,0.37351190476190477,0.23893805309734514,0.9508201709305123,,
arc,NYSEDREGENTS_2015_8_28,dyop_native_4,False,0.2082585278276481,0.045112781954887216,0.791602627109376,,
arc,NYSEDREGENTS_2015_8_28,dyop_native_5,False,0.3975903614457831,0.19230769230769232,0.9063227298456785,,
arc,NYSEDREGENTS_2015_8_28,dyop_native_6,False,0.42448979591836733,0.38095238095238093,0.9124324267174198,,
arc,NYSEDREGENTS_2015_8_28,dyop_native_8,False,0.6231578947368421,0.4891304347826087,0.9310194559149769,,
arc,Mercury_SC_401777,dyop_native_4,False,0.27384615384615385,0.043478260869565216,0.5860310113533314,,
arc,Mercury_SC_401777,dyop_native_5,False,0.2870090634441088,0.21481481481481482,0.8879826971691895,,
arc,Mercury_SC_401777,dyop_native_6,False,0.4246153846153846,0.36220472440944884,0.9276095596753797,,
arc,Mercury_SC_401777,dyop_native_8,False,0.41538461538461535,0.3333333333333333,0.9402763874748848,,
arc,Mercury_7198188,dyop_native_4,False,0.24698795180722888,0.12582781456953643,0.7660267567888828,,
arc,Mercury_7198188,dyop_native_5,False,0.39067055393586003,0.2923076923076923,0.9375330305221338,,
arc,Mercury_7198188,dyop_native_6,False,0.4526627218934911,0.3671875,0.9695611843195926,,
arc,Mercury_7198188,dyop_native_8,False,0.5338235294117647,0.4180327868852459,0.973866313219955,,
arc,MCAS_1998_4_11,dyop_native_4,False,0.25686591276252024,0.10576923076923077,0.733154545965686,,
arc,MCAS_1998_4_11,dyop_native_5,False,0.2432432432432432,0.20930232558139536,0.9000676085412752,,
arc,MCAS_1998_4_11,dyop_native_6,False,0.24717285945072698,0.12318840579710146,0.8404693692697731,,
arc,MCAS_1998_4_11,dyop_native_8,False,0.24803767660910514,0.2,0.8746859990254348,,
arc,Mercury_SC_LBS10784,dyop_native_4,False,0.18668831168831168,0.020202020202020204,0.5779433122696738,,
arc,Mercury_SC_LBS10784,dyop_native_5,False,0.33766233766233766,0.2421875,0.9251623805573286,,
arc,Mercury_SC_LBS10784,dyop_native_6,False,0.3571428571428571,0.23140495867768596,0.9211629954841288,,
arc,Mercury_SC_LBS10784,dyop_native_8,False,0.4025974025974026,0.2396694214876033,0.9413739901977282,,
arc,Mercury_7033548,dyop_native_4,False,0.24810892586989408,0.11023622047244094,0.6955415751019334,,
arc,Mercury_7033548,dyop_native_5,False,0.2450832072617246,0.17829457364341086,0.8472775601582588,,
arc,Mercury_7033548,dyop_native_6,False,0.5355521936459909,0.42990654205607476,0.9847263486712017,,
arc,Mercury_7033548,dyop_native_8,False,0.49621785173978816,0.35,0.9649025995978752,,
wikitext,wiki_0,dyop_native_4,False,0.2449799196787149,0.125,0.7282705720452308,,
wikitext,wiki_0,dyop_native_5,False,0.30722891566265065,0.21495327102803738,0.7978207250598737,,
wikitext,wiki_0,dyop_native_6,False,0.5060240963855422,0.4222222222222222,0.8536013467262793,,
wikitext,wiki_0,dyop_native_8,False,0.6424474187380498,0.5268817204301075,0.9095449560382758,,
wikitext,wiki_814,dyop_native_4,False,0.2539007092198582,0.07017543859649122,0.5356167085398311,,
wikitext,wiki_814,dyop_native_5,False,0.2226950354609929,0.019417475728155338,0.5024680309972624,,
wikitext,wiki_814,dyop_native_6,False,0.2978723404255319,0.11940298507462686,0.5708398450827972,,
wikitext,wiki_814,dyop_native_8,False,0.28510638297872337,0.17037037037037037,0.6626960887122672,,
wikitext,wiki_1628,dyop_native_4,False,0.2727272727272727,0.1388888888888889,0.7096386488299029,,
wikitext,wiki_1628,dyop_native_5,False,0.2879019908116386,0.13768115942028986,0.7650158709606985,,
wikitext,wiki_1628,dyop_native_6,False,0.36031746031746037,0.1926605504587156,0.7694231842952179,,
wikitext,wiki_1628,dyop_native_8,False,0.3047619047619048,0.11267605633802817,0.6723688737630509,,
wikitext,wiki_2442,dyop_native_4,False,0.28105590062111796,0.0759493670886076,0.6088703367291337,,
wikitext,wiki_2442,dyop_native_5,False,0.327639751552795,0.15748031496062992,0.72173272180195,,
wikitext,wiki_2442,dyop_native_6,False,0.34006211180124224,0.2222222222222222,0.7851556410636857,,
wikitext,wiki_2442,dyop_native_8,False,0.4083850931677019,0.2807017543859649,0.9337925513095695,,
wikitext,wiki_3256,dyop_native_4,False,0.2007168458781362,0.17391304347826086,0.6187958431439657,,
wikitext,wiki_3256,dyop_native_5,False,0.19999999999999996,0.07751937984496124,0.5894288261701818,,
wikitext,wiki_3256,dyop_native_6,False,0.3909090909090909,0.2818181818181818,0.798118980236037,,
wikitext,wiki_3256,dyop_native_8,False,0.3622183708838822,0.2457627118644068,0.6701627197538431,,
wikitext,wiki_4070,dyop_native_4,False,0.2620320855614974,0.1452991452991453,0.6893885070780813,,
wikitext,wiki_4070,dyop_native_5,False,0.27721335268505076,0.14285714285714285,0.6680453454205006,,
wikitext,wiki_4070,dyop_native_6,False,0.27710843373493976,0.15384615384615385,0.7417494489704162,,
wikitext,wiki_4070,dyop_native_8,False,0.27453987730061347,0.16216216216216217,0.6842174469507397,,
wikitext,wiki_4884,dyop_native_4,False,0.24671916010498685,0.0967741935483871,0.6104701175612107,,
wikitext,wiki_4884,dyop_native_5,False,0.25467625899280577,0.12307692307692308,0.6149880322930888,,
wikitext,wiki_4884,dyop_native_6,False,0.2770370370370371,0.15384615384615385,0.7661155656281498,,
wikitext,wiki_4884,dyop_native_8,False,0.3659259259259259,0.30357142857142855,0.8565515487201333,,
wikitext,wiki_5698,dyop_native_4,False,0.25426621160409557,0.11009174311926606,0.7260597505932564,,
wikitext,wiki_5698,dyop_native_5,False,0.31182795698924726,0.275,0.8701147970185186,,
wikitext,wiki_5698,dyop_native_6,False,0.37201907790143085,0.21428571428571427,0.8265070361696256,,
wikitext,wiki_5698,dyop_native_8,False,0.281524926686217,0.25806451612903225,0.9281916976699122,,
wikitext,wiki_6512,dyop_native_4,False,0.2627118644067796,0.16304347826086957,0.7114142841876759,,
wikitext,wiki_6512,dyop_native_5,False,0.22881355932203384,0.12931034482758622,0.6330872600281967,,
wikitext,wiki_6512,dyop_native_6,False,0.29790660225442833,0.21052631578947367,0.6901456670541259,,
wikitext,wiki_6512,dyop_native_8,False,0.3254237288135593,0.21782178217821782,0.7224495037787053,,
wikitext,wiki_7326,dyop_native_4,False,0.273469387755102,0.08333333333333333,0.7486315132357755,,
wikitext,wiki_7326,dyop_native_5,False,0.26498422712933756,0.14925373134328357,0.7855589293762194,,
wikitext,wiki_7326,dyop_native_6,False,0.2572898799313894,0.18333333333333332,0.8176375884590696,,
wikitext,wiki_7326,dyop_native_8,False,0.4467120181405896,0.39325842696629215,0.9047891528986355,,
